Sigla UF,UF,Admissões,Desligamentos,Saldo,Bolsa Familia,Ano,CadUnico,Faixa Etária,Categoria,Grau de Instrução,Raça/Cor,Setor Econômico,Sexo,Situação de Pobreza
MT,Mato Grosso,379254,375112,4142,,2023,NÃO,,,,,,,
MS,Mato Grosso do Sul,226519,223189,3330,,2023,NÃO,,,,,,,
MG,Minas Gerais,1589004,1614492,-25488,,2023,NÃO,,,,,,,
PA,Pará,258219,261263,-3044,,2023,NÃO,,,,,,,
PB,Paraíba,111288,116688,-5400,,2023,NÃO,,,,,,,
PR,Paraná,1122618,1127018,-4400,,2023,NÃO,,,,,,,
PE,Pernambuco,317503,336184,-18681,,2023,NÃO,,,,,,,
PI,Piauí,81516,81528,-12,,2023,NÃO,,,,,,,
RJ,Rio de Janeiro,972262,980676,-8414,,2023,NÃO,,,,,,,
RN,Rio Grande do Norte,114790,119287,-4497,,2023,NÃO,,,,,,,
RS,Rio Grande do Sul,979010,999948,-20938,,2023,NÃO,,,,,,,
RO,Rondônia,93032,93306,-274,,2023,NÃO,,,,,,,
RR,Roraima,30344,28819,1525,,2023,NÃO,,,,,,,
SC,Santa Catarina,1079216,1082111,-2895,,2023,NÃO,,,,,,,
SP,São Paulo,4843983,4888052,-44069,,2023,NÃO,,,,,,,
SE,Sergipe,61043,64819,-3776,,2023,NÃO,,,,,,,
TO,Tocantins,66916,65977,939,,2023,NÃO,,,,,,,
Não informado,Não informado,70920,76951,-6031,,2023,NÃO,,,,,,,
AC,Acre,23172,16956,6216,,2023,SIM,,,,,,,
AL,Alagoas,78016,57366,20650,,2023,SIM,,,,,,,
AP,Amapá,21478,15503,5975,,2023,SIM,,,,,,,
AM,Amazonas,95332,70697,24635,,2023,SIM,,,,,,,
BA,Bahia,421506,317969,103537,,2023,SIM,,,,,,,
CE,Ceará,255012,187009,68003,,2023,SIM,,,,,,,
DF,Distrito Federal,133039,102466,30573,,2023,SIM,,,,,,,
ES,Espírito Santo,208892,172693,36199,,2023,SIM,,,,,,,
GO,Goiás,352100,300380,51720,,2023,SIM,,,,,,,
MA,Maranhão,102419,73691,28728,,2023,SIM,,,,,,,
MT,Mato Grosso,241737,206738,34999,,2023,SIM,,,,,,,
MS,Mato Grosso do Sul,168039,143715,24324,,2023,SIM,,,,,,,
MG,Minas Gerais,1002708,839063,163645,,2023,SIM,,,,,,,
PA,Pará,192795,144386,48409,,2023,SIM,,,,,,,
PB,Paraíba,88419,63903,24516,,2023,SIM,,,,,,,
PR,Paraná,660661,569137,91524,,2023,SIM,,,,,,,
PE,Pernambuco,272433,202631,69802,,2023,SIM,,,,,,,
PI,Piauí,65098,45042,20056,,2023,SIM,,,,,,,
RJ,Rio de Janeiro,571938,409296,162642,,2023,SIM,,,,,,,
RN,Rio Grande do Norte,98384,71392,26992,,2023,SIM,,,,,,,
RS,Rio Grande do Sul,446778,379253,67525,,2023,SIM,,,,,,,
RO,Rondônia,66395,55067,11328,,2023,SIM,,,,,,,
RR,Roraima,17676,14148,3528,,2023,SIM,,,,,,,
SC,Santa Catarina,425880,360803,65077,,2023,SIM,,,,,,,
SP,São Paulo,2354677,1930626,424051,,2023,SIM,,,,,,,
SE,Sergipe,60763,43654,17109,,2023,SIM,,,,,,,
TO,Tocantins,58711,46471,12240,,2023,SIM,,,,,,,
Não informado,Não informado,49984,44745,5239,,2023,SIM,,,,,,,
AC,Acre,29644,29585,59,,2024,NÃO,,,,,,,
AL,Alagoas,121710,121559,151,,2024,NÃO,,,,,,,
AP,Amapá,25980,24403,1577,,2024,NÃO,,,,,,,
AM,Amazonas,177803,174028,3775,,2024,NÃO,,,,,,,
BA,Bahia,533359,553635,-20276,,2024,NÃO,,,,,,,
CE,Ceará,346505,360081,-13576,,2024,NÃO,,,,,,,
DF,Distrito Federal,308214,297249,10965,,2024,NÃO,,,,,,,
ES,Espírito Santo,335625,335211,414,,2024,NÃO,,,,,,,
GO,Goiás,606081,607909,-1828,,2024,NÃO,,,,,,,
MA,Maranhão,159027,168948,-9921,,2024,NÃO,,,,,,,
MT,Mato Grosso,404115,410047,-5932,,2024,NÃO,,,,,,,
MS,Mato Grosso do Sul,239135,245785,-6650,,2024,NÃO,,,,,,,
MG,Minas Gerais,1717291,1737627,-20336,,2024,NÃO,,,,,,,
PA,Pará,279313,287720,-8407,,2024,NÃO,,,,,,,
PB,Paraíba,133529,132655,874,,2024,NÃO,,,,,,,
PR,Paraná,1256959,1231554,25405,,2024,NÃO,,,,,,,
PE,Pernambuco,367632,375550,-7918,,2024,NÃO,,,,,,,
PI,Piauí,84750,89163,-4413,,2024,NÃO,,,,,,,
RJ,Rio de Janeiro,1078515,1080423,-1908,,2024,NÃO,,,,,,,
RN,Rio Grande do Norte,134357,130475,3882,,2024,NÃO,,,,,,,
RS,Rio Grande do Sul,1025909,1035842,-9933,,2024,NÃO,,,,,,,
RO,Rondônia,98644,100222,-1578,,2024,NÃO,,,,,,,
RR,Roraima,31281,29219,2062,,2024,NÃO,,,,,,,
SC,Santa Catarina,1204634,1173890,30744,,2024,NÃO,,,,,,,
SP,São Paulo,5464060,5437982,26078,,2024,NÃO,,,,,,,
SE,Sergipe,75937,77021,-1084,,2024,NÃO,,,,,,,
TO,Tocantins,73197,74179,-982,,2024,NÃO,,,,,,,
Não informado,Não informado,35769,13251,22518,,2024,NÃO,,,,,,,
AC,Acre,25041,18491,6550,,2024,SIM,,,,,,,
AL,Alagoas,83653,63729,19924,,2024,SIM,,,,,,,
AP,Amapá,24205,16863,7342,,2024,SIM,,,,,,,
AM,Amazonas,113313,81674,31639,,2024,SIM,,,,,,,
BA,Bahia,448668,342813,105855,,2024,SIM,,,,,,,
CE,Ceará,268798,199323,69475,,2024,SIM,,,,,,,
DF,Distrito Federal,149596,118232,31364,,2024,SIM,,,,,,,
ES,Espírito Santo,226901,192214,34687,,2024,SIM,,,,,,,
GO,Goiás,384132,326184,57948,,2024,SIM,,,,,,,
MA,Maranhão,106279,80028,26251,,2024,SIM,,,,,,,
MT,Mato Grosso,248287,216818,31469,,2024,SIM,,,,,,,
MS,Mato Grosso do Sul,173265,154263,19002,,2024,SIM,,,,,,,
MG,Minas Gerais,1069004,909088,159916,,2024,SIM,,,,,,,
PA,Pará,205361,157895,47466,,2024,SIM,,,,,,,
PB,Paraíba,96346,69572,26774,,2024,SIM,,,,,,,
PR,Paraná,734327,631962,102365,,2024,SIM,,,,,,,
PE,Pernambuco,273899,206053,67846,,2024,SIM,,,,,,,
PI,Piauí,64763,47254,17509,,2024,SIM,,,,,,,
RJ,Rio de Janeiro,603213,457349,145864,,2024,SIM,,,,,,,
RN,Rio Grande do Norte,108466,78275,30191,,2024,SIM,,,,,,,
RS,Rio Grande do Sul,513861,440528,73333,,2024,SIM,,,,,,,
RO,Rondônia,69019,58140,10879,,2024,SIM,,,,,,,
RR,Roraima,18371,14071,4300,,2024,SIM,,,,,,,
SC,Santa Catarina,480226,404361,75865,,2024,SIM,,,,,,,
SP,São Paulo,2617217,2186704,430513,,2024,SIM,,,,,,,
SE,Sergipe,61438,44785,16653,,2024,SIM,,,,,,,
TO,Tocantins,61009,51248,9761,,2024,SIM,,,,,,,
Não informado,Não informado,20265,9540,10725,,2024,SIM,,,,,,,
AC,Acre,7724,8777,-1053,,2025,NÃO,,,,,,,
AL,Alagoas,28668,40811,-12143,,2025,NÃO,,,,,,,
AP,Amapá,6867,6853,14,,2025,NÃO,,,,,,,
AM,Amazonas,49028,49264,-236,,2025,NÃO,,,,,,,
BA,Bahia,148127,150724,-2597,,2025,NÃO,,,,,,,
CE,Ceará,92718,104029,-11311,,2025,NÃO,,,,,,,
DF,Distrito Federal,84402,77222,7180,,2025,NÃO,,,,,,,
ES,Espírito Santo,92167,92592,-425,,2025,NÃO,,,,,,,
GO,Goiás,174922,158878,16044,,2025,NÃO,,,,,,,
MA,Maranhão,42698,45491,-2793,,2025,NÃO,,,,,,,
MT,Mato Grosso,119221,108854,10367,,2025,NÃO,,,,,,,
MS,Mato Grosso do Sul,69218,64705,4513,,2025,NÃO,,,,,,,
MG,Minas Gerais,486361,468025,18336,,2025,NÃO,,,,,,,
PA,Pará,72763,76068,-3305,,2025,NÃO,,,,,,,
PB,Paraíba,36451,42188,-5737,,2025,NÃO,,,,,,,
PR,Paraná,370422,345835,24587,,2025,NÃO,,,,,,,
PE,Pernambuco,97633,108319,-10686,,2025,NÃO,,,,,,,
PI,Piauí,23706,24917,-1211,,2025,NÃO,,,,,,,
RJ,Rio de Janeiro,285881,301156,-15275,,2025,NÃO,,,,,,,
RN,Rio Grande do Norte,35549,39426,-3877,,2025,NÃO,,,,,,,
RS,Rio Grande do Sul,311008,284102,26906,,2025,NÃO,,,,,,,
RO,Rondônia,27618,26793,825,,2025,NÃO,,,,,,,
RR,Roraima,8237,7823,414,,2025,NÃO,,,,,,,
SC,Santa Catarina,367227,333161,34066,,2025,NÃO,,,,,,,
SP,São Paulo,1549617,1475970,73647,,2025,NÃO,,,,,,,
SE,Sergipe,21580,24769,-3189,,2025,NÃO,,,,,,,
TO,Tocantins,21472,19714,1758,,2025,NÃO,,,,,,,
Não informado,Não informado,739,584,155,,2025,NÃO,,,,,,,
AC,Acre,6570,5113,1457,,2025,SIM,,,,,,,
AL,Alagoas,20060,20713,-653,,2025,SIM,,,,,,,
AP,Amapá,6453,4632,1821,,2025,SIM,,,,,,,
AM,Amazonas,31931,25012,6919,,2025,SIM,,,,,,,
BA,Bahia,125608,92405,33203,,2025,SIM,,,,,,,
CE,Ceará,70178,55503,14675,,2025,SIM,,,,,,,
DF,Distrito Federal,42517,31903,10614,,2025,SIM,,,,,,,
ES,Espírito Santo,58869,49835,9034,,2025,SIM,,,,,,,
GO,Goiás,107664,82705,24959,,2025,SIM,,,,,,,
MA,Maranhão,28378,21558,6820,,2025,SIM,,,,,,,
MT,Mato Grosso,68997,53550,15447,,2025,SIM,,,,,,,
MS,Mato Grosso do Sul,46825,38787,8038,,2025,SIM,,,,,,,
MG,Minas Gerais,283306,225914,57392,,2025,SIM,,,,,,,
PA,Pará,53873,41376,12497,,2025,SIM,,,,,,,
PB,Paraíba,26825,22161,4664,,2025,SIM,,,,,,,
PR,Paraná,201436,165361,36075,,2025,SIM,,,,,,,
PE,Pernambuco,70160,58031,12129,,2025,SIM,,,,,,,
PI,Piauí,17755,12604,5151,,2025,SIM,,,,,,,
RJ,Rio de Janeiro,153616,125365,28251,,2025,SIM,,,,,,,
RN,Rio Grande do Norte,28036,23772,4264,,2025,SIM,,,,,,,
RS,Rio Grande do Sul,176223,136690,39533,,2025,SIM,,,,,,,
RO,Rondônia,18652,15079,3573,,2025,SIM,,,,,,,
RR,Roraima,4449,3552,897,,2025,SIM,,,,,,,
SC,Santa Catarina,139558,110109,29449,,2025,SIM,,,,,,,
SP,São Paulo,682462,547058,135404,,2025,SIM,,,,,,,
SE,Sergipe,16662,14698,1964,,2025,SIM,,,,,,,
TO,Tocantins,17402,13198,4204,,2025,SIM,,,,,,,
Não informado,Não informado,359,212,147,,2025,SIM,,,,,,,
AC,Acre,14053,9283,4770,,2021,,18 a 24 anos,,,,,,
AL,Alagoas,46995,29177,17818,,2021,,18 a 24 anos,,,,,,
AP,Amapá,9827,6398,3429,,2021,,18 a 24 anos,,,,,,
AM,Amazonas,63252,43106,20146,,2021,,18 a 24 anos,,,,,,
BA,Bahia,212676,133299,79377,,2021,,18 a 24 anos,,,,,,
CE,Ceará,145981,94836,51145,,2021,,18 a 24 anos,,,,,,
DF,Distrito Federal,101393,71130,30263,,2021,,18 a 24 anos,,,,,,
ES,Espírito Santo,120377,88563,31814,,2021,,18 a 24 anos,,,,,,
GO,Goiás,248159,187471,60688,,2021,,18 a 24 anos,,,,,,
MA,Maranhão,65972,40815,25157,,2021,,18 a 24 anos,,,,,,
MT,Mato Grosso,168128,133208,34920,,2021,,18 a 24 anos,,,,,,
MS,Mato Grosso do Sul,93546,71566,21980,,2021,,18 a 24 anos,,,,,,
MG,Minas Gerais,686381,510610,175771,,2021,,18 a 24 anos,,,,,,
PA,Pará,120048,77604,42444,,2021,,18 a 24 anos,,,,,,
PB,Paraíba,51744,31527,20217,,2021,,18 a 24 anos,,,,,,
PR,Paraná,500997,395706,105291,,2021,,18 a 24 anos,,,,,,
PE,Pernambuco,144129,91040,53089,,2021,,18 a 24 anos,,,,,,
PI,Piauí,35052,22551,12501,,2021,,18 a 24 anos,,,,,,
RJ,Rio de Janeiro,342762,236578,106184,,2021,,18 a 24 anos,,,,,,
RN,Rio Grande do Norte,52121,33760,18361,,2021,,18 a 24 anos,,,,,,
RS,Rio Grande do Sul,404031,319655,84376,,2021,,18 a 24 anos,,,,,,
RO,Rondônia,52793,40684,12109,,2021,,18 a 24 anos,,,,,,
RR,Roraima,12951,9231,3720,,2021,,18 a 24 anos,,,,,,
SC,Santa Catarina,462873,379369,83504,,2021,,18 a 24 anos,,,,,,
SP,São Paulo,1854213,1405080,449133,,2021,,18 a 24 anos,,,,,,
SE,Sergipe,30725,19934,10791,,2021,,18 a 24 anos,,,,,,
TO,Tocantins,36498,25934,10564,,2021,,18 a 24 anos,,,,,,
Não informado,Não informado,34926,27628,7298,,2021,,18 a 24 anos,,,,,,
AC,Acre,7203,5917,1286,,2021,,25 a 29 anos,,,,,,
AL,Alagoas,24971,20562,4409,,2021,,25 a 29 anos,,,,,,
AP,Amapá,5932,4908,1024,,2021,,25 a 29 anos,,,,,,
AM,Amazonas,35888,30524,5364,,2021,,25 a 29 anos,,,,,,
BA,Bahia,119157,96711,22446,,2021,,25 a 29 anos,,,,,,
CE,Ceará,81270,69510,11760,,2021,,25 a 29 anos,,,,,,
DF,Distrito Federal,58070,50274,7796,,2021,,25 a 29 anos,,,,,,
ES,Espírito Santo,61579,55571,6008,,2021,,25 a 29 anos,,,,,,
GO,Goiás,120724,107773,12951,,2021,,25 a 29 anos,,,,,,
MA,Maranhão,36741,30001,6740,,2021,,25 a 29 anos,,,,,,
MT,Mato Grosso,81599,74124,7475,,2021,,25 a 29 anos,,,,,,
MS,Mato Grosso do Sul,47368,42777,4591,,2021,,25 a 29 anos,,,,,,
MG,Minas Gerais,335047,300241,34806,,2021,,25 a 29 anos,,,,,,
PA,Pará,68907,57250,11657,,2021,,25 a 29 anos,,,,,,
PB,Paraíba,28285,23535,4750,,2021,,25 a 29 anos,,,,,,
PR,Paraná,241633,222385,19248,,2021,,25 a 29 anos,,,,,,
PE,Pernambuco,82802,68052,14750,,2021,,25 a 29 anos,,,,,,
PI,Piauí,19816,16677,3139,,2021,,25 a 29 anos,,,,,,
RJ,Rio de Janeiro,202900,172990,29910,,2021,,25 a 29 anos,,,,,,
RN,Rio Grande do Norte,31011,26210,4801,,2021,,25 a 29 anos,,,,,,
RS,Rio Grande do Sul,192742,176147,16595,,2021,,25 a 29 anos,,,,,,
RO,Rondônia,22706,21253,1453,,2021,,25 a 29 anos,,,,,,
RR,Roraima,6490,5634,856,,2021,,25 a 29 anos,,,,,,
SC,Santa Catarina,218015,200059,17956,,2021,,25 a 29 anos,,,,,,
SP,São Paulo,946437,846486,99951,,2021,,25 a 29 anos,,,,,,
SE,Sergipe,17307,14723,2584,,2021,,25 a 29 anos,,,,,,
TO,Tocantins,17060,14762,2298,,2021,,25 a 29 anos,,,,,,
Não informado,Não informado,19122,17616,1506,,2021,,25 a 29 anos,,,,,,
AC,Acre,12180,11067,1113,,2021,,30 a 39 anos,,,,,,
AL,Alagoas,48529,42992,5537,,2021,,30 a 39 anos,,,,,,
AP,Amapá,10651,9511,1140,,2021,,30 a 39 anos,,,,,,
AM,Amazonas,64754,58279,6475,,2021,,30 a 39 anos,,,,,,
BA,Bahia,247885,217384,30501,,2021,,30 a 39 anos,,,,,,
CE,Ceará,153006,138865,14141,,2021,,30 a 39 anos,,,,,,
DF,Distrito Federal,105240,96245,8995,,2021,,30 a 39 anos,,,,,,
ES,Espírito Santo,122574,115377,7197,,2021,,30 a 39 anos,,,,,,
GO,Goiás,218135,201941,16194,,2021,,30 a 39 anos,,,,,,
MA,Maranhão,72927,64324,8603,,2021,,30 a 39 anos,,,,,,
MT,Mato Grosso,146759,136000,10759,,2021,,30 a 39 anos,,,,,,
MS,Mato Grosso do Sul,85449,79889,5560,,2021,,30 a 39 anos,,,,,,
MG,Minas Gerais,632034,585924,46110,,2021,,30 a 39 anos,,,,,,
PA,Pará,131682,117872,13810,,2021,,30 a 39 anos,,,,,,
PB,Paraíba,54923,48281,6642,,2021,,30 a 39 anos,,,,,,
PR,Paraná,425646,402716,22930,,2021,,30 a 39 anos,,,,,,
PE,Pernambuco,163567,145444,18123,,2021,,30 a 39 anos,,,,,,
PI,Piauí,38963,34847,4116,,2021,,30 a 39 anos,,,,,,
RJ,Rio de Janeiro,390555,354992,35563,,2021,,30 a 39 anos,,,,,,
RN,Rio Grande do Norte,60714,54884,5830,,2021,,30 a 39 anos,,,,,,
RS,Rio Grande do Sul,354649,337668,16981,,2021,,30 a 39 anos,,,,,,
RO,Rondônia,37197,36298,899,,2021,,30 a 39 anos,,,,,,
RR,Roraima,10743,10231,512,,2021,,30 a 39 anos,,,,,,
SC,Santa Catarina,384964,360713,24251,,2021,,30 a 39 anos,,,,,,
SP,São Paulo,1842643,1718882,123761,,2021,,30 a 39 anos,,,,,,
SE,Sergipe,32714,30362,2352,,2021,,30 a 39 anos,,,,,,
TO,Tocantins,29418,26513,2905,,2021,,30 a 39 anos,,,,,,
Não informado,Não informado,39742,37333,2409,,2021,,30 a 39 anos,,,,,,
AC,Acre,6778,6258,520,,2021,,40 a 49 anos,,,,,,
AL,Alagoas,29923,26790,3133,,2021,,40 a 49 anos,,,,,,
AP,Amapá,5673,5242,431,,2021,,40 a 49 anos,,,,,,
AM,Amazonas,37989,34247,3742,,2021,,40 a 49 anos,,,,,,
BA,Bahia,153495,140277,13218,,2021,,40 a 49 anos,,,,,,
CE,Ceará,82229,75060,7169,,2021,,40 a 49 anos,,,,,,
DF,Distrito Federal,63074,56583,6491,,2021,,40 a 49 anos,,,,,,
ES,Espírito Santo,76053,71776,4277,,2021,,40 a 49 anos,,,,,,
GO,Goiás,126218,115617,10601,,2021,,40 a 49 anos,,,,,,
MA,Maranhão,38149,34201,3948,,2021,,40 a 49 anos,,,,,,
MT,Mato Grosso,82829,76465,6364,,2021,,40 a 49 anos,,,,,,
MS,Mato Grosso do Sul,51751,48143,3608,,2021,,40 a 49 anos,,,,,,
MG,Minas Gerais,394849,363049,31800,,2021,,40 a 49 anos,,,,,,
PA,Pará,71158,66238,4920,,2021,,40 a 49 anos,,,,,,
PB,Paraíba,31769,28534,3235,,2021,,40 a 49 anos,,,,,,
PR,Paraná,262618,247376,15242,,2021,,40 a 49 anos,,,,,,
PE,Pernambuco,99908,89717,10191,,2021,,40 a 49 anos,,,,,,
PI,Piauí,21138,19598,1540,,2021,,40 a 49 anos,,,,,,
RJ,Rio de Janeiro,255541,233292,22249,,2021,,40 a 49 anos,,,,,,
RN,Rio Grande do Norte,33888,30569,3319,,2021,,40 a 49 anos,,,,,,
RS,Rio Grande do Sul,221633,210452,11181,,2021,,40 a 49 anos,,,,,,
RO,Rondônia,18815,18565,250,,2021,,40 a 49 anos,,,,,,
RR,Roraima,5213,5275,-62,,2021,,40 a 49 anos,,,,,,
SC,Santa Catarina,225202,208996,16206,,2021,,40 a 49 anos,,,,,,
SP,São Paulo,1132794,1058229,74565,,2021,,40 a 49 anos,,,,,,
SE,Sergipe,18739,17988,751,,2021,,40 a 49 anos,,,,,,
TO,Tocantins,14727,13801,926,,2021,,40 a 49 anos,,,,,,
Não informado,Não informado,28759,27740,1019,,2021,,40 a 49 anos,,,,,,
AC,Acre,2145,2055,90,,2021,,50 a 59 anos,,,,,,
AL,Alagoas,10943,10712,231,,2021,,50 a 59 anos,,,,,,
AP,Amapá,1931,1810,121,,2021,,50 a 59 anos,,,,,,
AM,Amazonas,11571,11199,372,,2021,,50 a 59 anos,,,,,,
BA,Bahia,55576,54848,728,,2021,,50 a 59 anos,,,,,,
CE,Ceará,30293,30398,-105,,2021,,50 a 59 anos,,,,,,
DF,Distrito Federal,23670,22950,720,,2021,,50 a 59 anos,,,,,,
ES,Espírito Santo,30540,29866,674,,2021,,50 a 59 anos,,,,,,
GO,Goiás,48522,45774,2748,,2021,,50 a 59 anos,,,,,,
MA,Maranhão,12309,11906,403,,2021,,50 a 59 anos,,,,,,
MT,Mato Grosso,31819,30106,1713,,2021,,50 a 59 anos,,,,,,
MS,Mato Grosso do Sul,21662,20571,1091,,2021,,50 a 59 anos,,,,,,
MG,Minas Gerais,173398,166593,6805,,2021,,50 a 59 anos,,,,,,
PA,Pará,23276,22782,494,,2021,,50 a 59 anos,,,,,,
PB,Paraíba,11919,11454,465,,2021,,50 a 59 anos,,,,,,
PR,Paraná,115863,115222,641,,2021,,50 a 59 anos,,,,,,
PE,Pernambuco,37748,36914,834,,2021,,50 a 59 anos,,,,,,
PI,Piauí,7098,7311,-213,,2021,,50 a 59 anos,,,,,,
RJ,Rio de Janeiro,115236,113955,1281,,2021,,50 a 59 anos,,,,,,
RN,Rio Grande do Norte,12699,12540,159,,2021,,50 a 59 anos,,,,,,
RS,Rio Grande do Sul,98208,101577,-3369,,2021,,50 a 59 anos,,,,,,
RO,Rondônia,6266,6422,-156,,2021,,50 a 59 anos,,,,,,
RR,Roraima,1510,1793,-283,,2021,,50 a 59 anos,,,,,,
SC,Santa Catarina,92434,89732,2702,,2021,,50 a 59 anos,,,,,,
SP,São Paulo,459369,460010,-641,,2021,,50 a 59 anos,,,,,,
SE,Sergipe,6604,7315,-711,,2021,,50 a 59 anos,,,,,,
TO,Tocantins,5073,4893,180,,2021,,50 a 59 anos,,,,,,
Não informado,Não informado,15176,15355,-179,,2021,,50 a 59 anos,,,,,,
AC,Acre,309,362,-53,,2021,,60 a 64 anos,,,,,,
AL,Alagoas,1226,1579,-353,,2021,,60 a 64 anos,,,,,,
AP,Amapá,324,326,-2,,2021,,60 a 64 anos,,,,,,
AM,Amazonas,1504,1952,-448,,2021,,60 a 64 anos,,,,,,
BA,Bahia,7753,10258,-2505,,2021,,60 a 64 anos,,,,,,
CE,Ceará,4211,5512,-1301,,2021,,60 a 64 anos,,,,,,
DF,Distrito Federal,3204,4071,-867,,2021,,60 a 64 anos,,,,,,
ES,Espírito Santo,4895,6021,-1126,,2021,,60 a 64 anos,,,,,,
GO,Goiás,7521,8357,-836,,2021,,60 a 64 anos,,,,,,
MA,Maranhão,1606,2064,-458,,2021,,60 a 64 anos,,,,,,
MT,Mato Grosso,5001,5436,-435,,2021,,60 a 64 anos,,,,,,
MS,Mato Grosso do Sul,3625,4105,-480,,2021,,60 a 64 anos,,,,,,
MG,Minas Gerais,28339,34068,-5729,,2021,,60 a 64 anos,,,,,,
PA,Pará,3110,3967,-857,,2021,,60 a 64 anos,,,,,,
PB,Paraíba,1464,1911,-447,,2021,,60 a 64 anos,,,,,,
PR,Paraná,17033,21547,-4514,,2021,,60 a 64 anos,,,,,,
PE,Pernambuco,4802,6567,-1765,,2021,,60 a 64 anos,,,,,,
PI,Piauí,935,1383,-448,,2021,,60 a 64 anos,,,,,,
RJ,Rio de Janeiro,19269,26877,-7608,,2021,,60 a 64 anos,,,,,,
RN,Rio Grande do Norte,1535,2019,-484,,2021,,60 a 64 anos,,,,,,
RS,Rio Grande do Sul,15576,20716,-5140,,2021,,60 a 64 anos,,,,,,
RO,Rondônia,844,992,-148,,2021,,60 a 64 anos,,,,,,
RR,Roraima,238,322,-84,,2021,,60 a 64 anos,,,,,,
SC,Santa Catarina,12966,16033,-3067,,2021,,60 a 64 anos,,,,,,
SP,São Paulo,65825,89593,-23768,,2021,,60 a 64 anos,,,,,,
SE,Sergipe,880,1281,-401,,2021,,60 a 64 anos,,,,,,
TO,Tocantins,769,794,-25,,2021,,60 a 64 anos,,,,,,
Não informado,Não informado,2753,3444,-691,,2021,,60 a 64 anos,,,,,,
AC,Acre,118,204,-86,,2021,,Acima de 65 anos,,,,,,
AL,Alagoas,303,730,-427,,2021,,Acima de 65 anos,,,,,,
AP,Amapá,92,178,-86,,2021,,Acima de 65 anos,,,,,,
AM,Amazonas,446,1051,-605,,2021,,Acima de 65 anos,,,,,,
BA,Bahia,2166,4855,-2689,,2021,,Acima de 65 anos,,,,,,
CE,Ceará,1201,2999,-1798,,2021,,Acima de 65 anos,,,,,,
DF,Distrito Federal,1121,2270,-1149,,2021,,Acima de 65 anos,,,,,,
ES,Espírito Santo,1640,2894,-1254,,2021,,Acima de 65 anos,,,,,,
GO,Goiás,2304,4140,-1836,,2021,,Acima de 65 anos,,,,,,
MA,Maranhão,494,1012,-518,,2021,,Acima de 65 anos,,,,,,
MT,Mato Grosso,1662,2724,-1062,,2021,,Acima de 65 anos,,,,,,
MS,Mato Grosso do Sul,1361,2127,-766,,2021,,Acima de 65 anos,,,,,,
MG,Minas Gerais,9829,17035,-7206,,2021,,Acima de 65 anos,,,,,,
PA,Pará,860,1994,-1134,,2021,,Acima de 65 anos,,,,,,
PB,Paraíba,349,911,-562,,2021,,Acima de 65 anos,,,,,,
PR,Paraná,5485,10856,-5371,,2021,,Acima de 65 anos,,,,,,
PE,Pernambuco,1336,3402,-2066,,2021,,Acima de 65 anos,,,,,,
PI,Piauí,295,817,-522,,2021,,Acima de 65 anos,,,,,,
RJ,Rio de Janeiro,7250,17364,-10114,,2021,,Acima de 65 anos,,,,,,
RN,Rio Grande do Norte,338,892,-554,,2021,,Acima de 65 anos,,,,,,
RS,Rio Grande do Sul,5576,10608,-5032,,2021,,Acima de 65 anos,,,,,,
RO,Rondônia,242,525,-283,,2021,,Acima de 65 anos,,,,,,
RR,Roraima,70,153,-83,,2021,,Acima de 65 anos,,,,,,
SC,Santa Catarina,4374,7132,-2758,,2021,,Acima de 65 anos,,,,,,
SP,São Paulo,21926,49931,-28005,,2021,,Acima de 65 anos,,,,,,
SE,Sergipe,218,664,-446,,2021,,Acima de 65 anos,,,,,,
TO,Tocantins,213,372,-159,,2021,,Acima de 65 anos,,,,,,
Não informado,Não informado,1104,1824,-720,,2021,,Acima de 65 anos,,,,,,
AC,Acre,711,311,400,,2021,,Até 17 anos,,,,,,
AL,Alagoas,1213,416,797,,2021,,Até 17 anos,,,,,,
AP,Amapá,367,183,184,,2021,,Até 17 anos,,,,,,
AM,Amazonas,3231,1213,2018,,2021,,Até 17 anos,,,,,,
BA,Bahia,6204,1746,4458,,2021,,Até 17 anos,,,,,,
CE,Ceará,2340,572,1768,,2021,,Até 17 anos,,,,,,
DF,Distrito Federal,7571,2509,5062,,2021,,Até 17 anos,,,,,,
ES,Espírito Santo,11852,4847,7005,,2021,,Até 17 anos,,,,,,
GO,Goiás,21653,7694,13959,,2021,,Até 17 anos,,,,,,
MA,Maranhão,1418,401,1017,,2021,,Até 17 anos,,,,,,
MT,Mato Grosso,17220,7344,9876,,2021,,Até 17 anos,,,,,,
MS,Mato Grosso do Sul,8491,3900,4591,,2021,,Até 17 anos,,,,,,
MG,Minas Gerais,57936,20039,37897,,2021,,Até 17 anos,,,,,,
PA,Pará,5295,1882,3413,,2021,,Até 17 anos,,,,,,
PB,Paraíba,1239,336,903,,2021,,Até 17 anos,,,,,,
PR,Paraná,41216,16118,25098,,2021,,Até 17 anos,,,,,,
PE,Pernambuco,3264,805,2459,,2021,,Até 17 anos,,,,,,
PI,Piauí,1666,414,1252,,2021,,Até 17 anos,,,,,,
RJ,Rio de Janeiro,14003,4995,9008,,2021,,Até 17 anos,,,,,,
RN,Rio Grande do Norte,1716,479,1237,,2021,,Até 17 anos,,,,,,
RS,Rio Grande do Sul,51755,22844,28911,,2021,,Até 17 anos,,,,,,
RO,Rondônia,3806,1590,2216,,2021,,Até 17 anos,,,,,,
